"","Set","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection"
"882","C4A-positive",1,TRUE,0.00642,11,1681,6,0.004,0.545,"GO:0098543","BP",3,"detection of other organism",2,"NOD1,TLR2,CD1D,NOD2,TLR1,HLA-DRB1"
"883","C4A-positive",1,TRUE,5.36e-14,262,1681,77,0.046,0.294,"GO:0009615","BP",3,"response to virus",2,"TSPAN6,FGR,TRAF3IP2,ABCC9,PTPRC,MAVS,IRAK3,UNC13D,CD40,SAMHD1,PYCARD,IKBKB,ZC3HAV1,HSPB1,DDX58,DHX58,UNC93B1,OAS3,OAS2,TRIM38,HYAL1,IFIH1,GBP3,GBP1,TNFAIP3,NPC2,IFIT3,CLU,IRF1,IL1B,APOBEC3A,APOBEC3F,SEC14L1,BST2,TRIM5,TRIM22,TPT1,PTPN22,RTP4,IL33,DDX60,IFI44L,IFI44,PARP9,HERC5,PML,NLRC5,IFITM3,IFI16,DTX3L,ZC3H12A,SERINC5,TLR3,HTRA1,FAM111A,DDIT4,LGALS9,CXCL10,RNASE2,RNASE6,TRIM56,SLFN11,MYD88,RELA,PRF1,IFITM2,IRF7,IFITM1,PLSCR1,TLR7,BTBD17,IRF9,APOBEC3G,IL10RB,APOBEC3C,TRIM34,IKBKE"
"884","C4A-positive",1,TRUE,0.00798,5,1681,4,0.002,0.8,"GO:0009597","BP",3,"detection of virus",3,"DDX58,IFIH1,SERINC5,TLR3"
"885","C4A-positive",1,TRUE,1.32e-22,417,1681,123,0.073,0.295,"GO:0009617","BP",3,"response to bacterium",2,"FGR,FUCA2,MGST1,STAB1,CD4,LTF,SLC11A1,TNFRSF1B,CYBA,CASP8,SBNO2,FGFR2,TNFRSF1A,MAOB,SCARB1,NFKB2,GSTP1,MAVS,ICAM1,IRAK3,LYZ,CCDC80,COMT,TREM2,FKBP5,TSPO,CSF2RB,NFKBIA,CD40,HCK,PYCARD,GSDMD,TNFRSF10A,TGFB1,CARD8,HAMP,NOD1,CCL2,DHX58,LTBR,OAS2,LY86,SPARC,PLSCR4,MAPKAPK3,GNLY,RAB7L1,TNFAIP3,TNFRSF10B,TMEM255A,IL1B,C3,ZFP36,LILRB2,TRIM5,CD180,PTPN22,ZCCHC11,HAVCR2,CDK4,EDNRB,IL10,TLR2,CASP1,IFI44,NLRC5,IRF8,S100A8,PLAC8,NOTCH1,ADM,IL18,GJA1,MR1,GBP5,CD1D,FCER1G,IL6R,CCR5,SIGLEC11,MAPKAPK2,S100A9,S100A12,FZD5,ADAMTS9,ZC3H12A,TLR3,TNFRSF11B,NOS3,SYK,ABCA1,B2M,NOD2,AXL,CX3CR1,TNIP2,LGALS9,CA5B,CXCL10,RNASE3,PTAFR,RNASE6,CD14,CHD7,CEBPB,GNG12,MYD88,RELA,TNFRSF10C,TLR1,HIST1H2BC,HIST2H2BE,TLR5,LITAF,HLA-DRB1,C5AR1,SPN,PLCG2,C4B,LILRA2,TNFRSF6B,LYN,HIST1H2BF"
"886","C4A-positive",1,TRUE,1.59e-15,278,1681,83,0.049,0.299,"GO:0002237","BP",3,"response to molecule of bacterial origin",3,"MGST1,LTF,SLC11A1,TNFRSF1B,CASP8,SBNO2,FGFR2,TNFRSF1A,MAOB,SCARB1,NFKB2,GSTP1,ICAM1,IRAK3,COMT,TREM2,TSPO,CSF2RB,NFKBIA,CD40,HCK,PYCARD,TNFRSF10A,TGFB1,CARD8,HAMP,CCL2,LTBR,LY86,SPARC,PLSCR4,MAPKAPK3,TNFAIP3,TNFRSF10B,IL1B,ZFP36,LILRB2,TRIM5,CD180,PTPN22,ZCCHC11,HAVCR2,CDK4,EDNRB,IL10,TLR2,CASP1,IRF8,S100A8,NOTCH1,ADM,IL18,GJA1,CCR5,MAPKAPK2,FZD5,ZC3H12A,TNFRSF11B,NOS3,ABCA1,B2M,NOD2,AXL,CX3CR1,TNIP2,LGALS9,CXCL10,PTAFR,CD14,CEBPB,GNG12,MYD88,RELA,TNFRSF10C,TLR1,TLR5,LITAF,C5AR1,PLCG2,C4B,LILRA2,TNFRSF6B,LYN"
"887","C4A-positive",1,TRUE,2.1e-14,263,1681,78,0.046,0.297,"GO:0032496","BP",3,"response to lipopolysaccharide",4,"MGST1,LTF,SLC11A1,TNFRSF1B,CASP8,SBNO2,FGFR2,TNFRSF1A,MAOB,SCARB1,NFKB2,GSTP1,ICAM1,IRAK3,COMT,TREM2,TSPO,CSF2RB,NFKBIA,CD40,HCK,PYCARD,TNFRSF10A,TGFB1,CARD8,HAMP,CCL2,LTBR,LY86,SPARC,PLSCR4,MAPKAPK3,TNFAIP3,TNFRSF10B,IL1B,ZFP36,LILRB2,TRIM5,CD180,PTPN22,ZCCHC11,HAVCR2,CDK4,EDNRB,IL10,TLR2,CASP1,IRF8,S100A8,NOTCH1,ADM,IL18,GJA1,CCR5,MAPKAPK2,ZC3H12A,TNFRSF11B,NOS3,ABCA1,AXL,CX3CR1,TNIP2,LGALS9,CXCL10,PTAFR,CD14,CEBPB,GNG12,MYD88,RELA,TNFRSF10C,TLR5,LITAF,C5AR1,PLCG2,LILRA2,TNFRSF6B,LYN"
"888","C4A-positive",1,TRUE,0.00642,11,1681,6,0.004,0.545,"GO:0032494","BP",3,"response to peptidoglycan",4,"IRAK3,TREM2,NOD2,MYD88,RELA,C5AR1"
"889","C4A-positive",1,TRUE,2.16e-14,145,1681,54,0.032,0.372,"GO:0071219","BP",3,"cellular response to molecule of bacterial origin",4,"LTF,TNFRSF1B,SBNO2,SCARB1,GSTP1,ICAM1,TREM2,TSPO,NFKBIA,CD40,HCK,PYCARD,TGFB1,CARD8,HAMP,CCL2,LY86,PLSCR4,TNFAIP3,IL1B,ZFP36,LILRB2,TRIM5,CD180,PTPN22,ZCCHC11,HAVCR2,CDK4,EDNRB,IL10,TLR2,CASP1,IRF8,IL18,CCR5,FZD5,ZC3H12A,NOS3,ABCA1,NOD2,AXL,CX3CR1,TNIP2,CXCL10,PTAFR,CD14,CEBPB,MYD88,RELA,TLR1,TLR5,LITAF,LILRA2,LYN"
"890","C4A-positive",1,TRUE,0.00363,10,1681,6,0.004,0.6,"GO:0032490","BP",3,"detection of molecule of bacterial origin",4,"SCARB1,TREM2,TLR2,NOD2,TLR1,C4B"
"891","C4A-positive",1,TRUE,0.00363,10,1681,6,0.004,0.6,"GO:0016045","BP",3,"detection of bacterium",3,"NOD1,TLR2,CD1D,NOD2,TLR1,HLA-DRB1"
"892","C4A-positive",1,TRUE,0.0103,16,1681,7,0.004,0.438,"GO:0001562","BP",3,"response to protozoan",2,"SLC11A1,IL4R,CD40,IL10,IRF8,BATF2,CLEC7A"
"893","C4A-positive",1,TRUE,0.00151,32,1681,12,0.007,0.375,"GO:0009620","BP",3,"response to fungus",2,"BTK,LTF,COTL1,TGFB1,HAMP,GNLY,S100A8,S100A9,S100A12,SYK,MYD88,IL17RA"
"894","C4A-positive",1,TRUE,0.0138,3,1681,3,0.002,1,"GO:0002238","BP",3,"response to molecule of fungal origin",3,"BTK,SYK,MYD88"
"895","C4A-positive",1,TRUE,7.56e-24,323,1681,107,0.064,0.331,"GO:0098542","BP",3,"defense response to other organism",2,"TSPAN6,FGR,STAB1,CD4,LTF,SLC11A1,CYBA,TRAF3IP2,TNFRSF1A,ABCC9,IL4R,PTPRC,MAVS,LYZ,UNC13D,CD40,SAMHD1,COTL1,PYCARD,GSDMD,TGFB1,HAMP,ZC3HAV1,NOD1,DDX58,DHX58,UNC93B1,OAS3,OAS2,TRIM38,IFIH1,GNLY,GBP3,GBP1,TNFAIP3,IFIT3,IRF1,IL1B,APOBEC3A,APOBEC3F,SEC14L1,BST2,TRIM5,TRIM22,PTPN22,HAVCR2,CALCOCO2,RTP4,IL10,IL33,TLR2,DDX60,IFI44L,PARP9,HERC5,PML,NLRC5,IRF8,IFITM3,S100A8,PLAC8,MR1,FCER1G,IL6R,SIGLEC11,S100A9,S100A12,IFI16,DTX3L,ZC3H12A,SERINC5,TLR3,SYK,HTRA1,FAM111A,NOD2,BATF2,DDIT4,CXCL10,RNASE2,RNASE3,RNASE6,TRIM56,CEBPB,CLEC7A,SLFN11,MYD88,RELA,TLR1,IL17RA,HIST1H2BC,PRF1,HIST2H2BE,IFITM2,IRF7,IFITM1,TLR5,PLSCR1,TLR7,C5AR1,SPN,IRF9,APOBEC3G,IL10RB,APOBEC3C,TRIM34,HIST1H2BF"
"896","C4A-positive",1,TRUE,0.0103,16,1681,7,0.004,0.438,"GO:0042832","BP",3,"defense response to protozoan",3,"SLC11A1,IL4R,CD40,IL10,IRF8,BATF2,CLEC7A"
"897","C4A-positive",1,TRUE,0.00307,21,1681,9,0.005,0.429,"GO:0050832","BP",3,"defense response to fungus",3,"LTF,COTL1,TGFB1,HAMP,GNLY,S100A8,S100A9,S100A12,IL17RA"
"898","C4A-positive",1,TRUE,9.73e-08,132,1681,40,0.024,0.303,"GO:0042742","BP",3,"defense response to bacterium",3,"FGR,STAB1,CD4,LTF,SLC11A1,CYBA,TNFRSF1A,MAVS,LYZ,PYCARD,GSDMD,HAMP,NOD1,GNLY,HAVCR2,IL10,TLR2,IRF8,S100A8,PLAC8,MR1,FCER1G,IL6R,SIGLEC11,S100A9,S100A12,TLR3,SYK,NOD2,RNASE3,RNASE6,CEBPB,MYD88,TLR1,HIST1H2BC,HIST2H2BE,TLR5,C5AR1,SPN,HIST1H2BF"
"899","C4A-positive",1,TRUE,0.0202,49,1681,13,0.008,0.265,"GO:0050830","BP",3,"defense response to Gram-positive bacterium",4,"FGR,LYZ,GSDMD,NOD1,HAVCR2,TLR2,RNASE3,RNASE6,MYD88,HIST1H2BC,HIST2H2BE,C5AR1,HIST1H2BF"
"900","C4A-positive",1,TRUE,6.91e-15,188,1681,64,0.038,0.34,"GO:0051607","BP",3,"defense response to virus",3,"TSPAN6,TRAF3IP2,ABCC9,PTPRC,MAVS,UNC13D,CD40,SAMHD1,PYCARD,ZC3HAV1,DDX58,DHX58,UNC93B1,OAS3,OAS2,TRIM38,IFIH1,GBP3,GBP1,TNFAIP3,IFIT3,IRF1,IL1B,APOBEC3A,APOBEC3F,SEC14L1,BST2,TRIM5,TRIM22,PTPN22,RTP4,IL33,DDX60,IFI44L,PARP9,HERC5,PML,NLRC5,IFITM3,IFI16,DTX3L,ZC3H12A,SERINC5,TLR3,HTRA1,FAM111A,DDIT4,CXCL10,RNASE2,RNASE6,TRIM56,SLFN11,RELA,PRF1,IFITM2,IRF7,IFITM1,PLSCR1,TLR7,IRF9,APOBEC3G,IL10RB,APOBEC3C,TRIM34"
"901","C4A-positive",1,TRUE,0.000658,58,1681,18,0.011,0.31,"GO:0050688","BP",3,"regulation of defense response to virus",4,"TSPAN6,TRAF3IP2,MAVS,DDX58,DHX58,TRIM38,TNFAIP3,IL1B,APOBEC3F,SEC14L1,PTPN22,DDX60,PARP9,HERC5,DTX3L,ZC3H12A,HTRA1,APOBEC3G"
"902","C4A-positive",1,TRUE,0.00428,31,1681,11,0.007,0.355,"GO:0050691","BP",3,"regulation of defense response to virus by host",5,"TRAF3IP2,MAVS,DDX58,TNFAIP3,IL1B,APOBEC3F,PTPN22,PARP9,DTX3L,ZC3H12A,APOBEC3G"
"903","C4A-positive",1,TRUE,0.00136,19,1681,9,0.005,0.474,"GO:0002230","BP",3,"positive regulation of defense response to virus by host",6,"TRAF3IP2,MAVS,DDX58,APOBEC3F,PTPN22,PARP9,DTX3L,ZC3H12A,APOBEC3G"
"904","C4A-positive",1,TRUE,0.0202,49,1681,13,0.008,0.265,"GO:0019730","BP",3,"antimicrobial humoral response",2,"LTF,SLC11A1,LYZ,GNLY,CLU,S100A8,S100A9,S100A12,RNASE3,RNASE6,HIST1H2BC,HIST2H2BE,HIST1H2BF"
"905","C4A-positive",1,TRUE,0.0278,29,1681,9,0.005,0.31,"GO:0061844","BP",3,"antimicrobial humoral immune response mediated by antimicrobial peptide",3,"LTF,GNLY,S100A9,S100A12,RNASE3,RNASE6,HIST1H2BC,HIST2H2BE,HIST1H2BF"
"906","C4A-positive",1,TRUE,1.34e-19,428,1681,119,0.071,0.278,"GO:0050865","BP",3,"regulation of cell activation",1,"FGR,SLC7A2,CD38,CD9,CD4,BTK,HFE,FYN,CD74,CD84,CBFB,GLI2,UNG,PAG1,STXBP2,IL4R,PTPRC,FLT3LG,UNC13D,HMOX1,CD40,NFATC2,ATP11C,PYCARD,RASAL3,EBI3,TGFB1,JAK3,DOCK8,MAP3K8,CCL2,CD81,PTPN6,BCL6,CD86,HES1,LOXL3,IL1RL1,PLEK,RPS6KA1,TNFAIP3,VAMP8,SASH3,NCKAP1L,SDC4,BTN2A2,CDKN1A,IRF1,IL1B,RAC2,TWSG1,RIPK3,APOE,LILRB2,LGALS3,PRAM1,PTPN22,IL6ST,HAVCR2,SERPINE2,IL10,IL33,LRRC32,EMILIN1,ERBB2,VAV1,ITPKB,GSN,IL18,ZFP36L2,MERTK,SAMSN1,MMP14,CD1D,FCER1G,RUNX1,ITGB2,TNFSF13,PDPN,TNFAIP8L2,TGFBR2,MNDA,ZC3H12A,NOS3,SYK,NOD2,AXL,CD300A,TNIP2,INPP5D,LGALS9,PTAFR,ITGAM,ADORA2B,CEBPB,MYD88,C1QTNF1,PTPN2,YES1,PAK2,PRKG1,ZFP36L1,LILRB4,PLSCR1,HLA-DRB1,ADA,SPN,PNP,CR1,HLA-DOA,AIF1,LST1,CD177,HLA-DPB1,HLA-DPA1,NFAM1,HLA-DMB,LYN,MILR1"
"907","C4A-positive",1,TRUE,1.61e-17,396,1681,109,0.065,0.275,"GO:0002694","BP",3,"regulation of leukocyte activation",2,"FGR,SLC7A2,CD38,CD4,BTK,HFE,FYN,CD74,CD84,CBFB,GLI2,UNG,PAG1,STXBP2,IL4R,PTPRC,FLT3LG,UNC13D,HMOX1,CD40,NFATC2,ATP11C,PYCARD,RASAL3,EBI3,TGFB1,JAK3,DOCK8,MAP3K8,CCL2,CD81,PTPN6,BCL6,CD86,HES1,LOXL3,IL1RL1,TNFAIP3,VAMP8,SASH3,NCKAP1L,SDC4,BTN2A2,CDKN1A,IRF1,IL1B,RAC2,TWSG1,RIPK3,LILRB2,LGALS3,PRAM1,PTPN22,IL6ST,HAVCR2,IL10,IL33,LRRC32,ERBB2,VAV1,ITPKB,GSN,IL18,ZFP36L2,MERTK,SAMSN1,MMP14,CD1D,FCER1G,RUNX1,ITGB2,TNFSF13,TNFAIP8L2,TGFBR2,MNDA,ZC3H12A,SYK,NOD2,AXL,CD300A,TNIP2,INPP5D,LGALS9,PTAFR,ITGAM,ADORA2B,CEBPB,MYD88,PTPN2,YES1,PAK2,ZFP36L1,LILRB4,PLSCR1,HLA-DRB1,ADA,SPN,PNP,CR1,HLA-DOA,AIF1,LST1,CD177,HLA-DPB1,HLA-DPA1,NFAM1,HLA-DMB,LYN,MILR1"
"908","C4A-positive",1,TRUE,0.000367,10,1681,7,0.004,0.7,"GO:1902563","BP",3,"regulation of neutrophil activation",3,"PRAM1,ITGB2,SYK,CD300A,PTAFR,ITGAM,CD177"
"909","C4A-positive",1,TRUE,2.91e-14,335,1681,91,0.054,0.272,"GO:0051249","BP",3,"regulation of lymphocyte activation",3,"CD38,CD4,BTK,HFE,FYN,CD74,CBFB,GLI2,UNG,PAG1,IL4R,PTPRC,FLT3LG,CD40,NFATC2,ATP11C,PYCARD,RASAL3,EBI3,TGFB1,JAK3,DOCK8,MAP3K8,CCL2,CD81,PTPN6,BCL6,CD86,HES1,LOXL3,TNFAIP3,SASH3,NCKAP1L,SDC4,BTN2A2,CDKN1A,IRF1,IL1B,RAC2,TWSG1,RIPK3,LILRB2,LGALS3,PTPN22,IL6ST,HAVCR2,IL10,LRRC32,ERBB2,VAV1,ITPKB,GSN,IL18,ZFP36L2,MERTK,SAMSN1,MMP14,CD1D,RUNX1,TNFSF13,TNFAIP8L2,TGFBR2,MNDA,ZC3H12A,SYK,NOD2,AXL,CD300A,TNIP2,INPP5D,LGALS9,CEBPB,MYD88,PTPN2,YES1,PAK2,ZFP36L1,LILRB4,HLA-DRB1,ADA,SPN,PNP,CR1,HLA-DOA,AIF1,LST1,HLA-DPB1,HLA-DPA1,NFAM1,HLA-DMB,LYN"
"910","C4A-positive",1,TRUE,5.22e-12,168,1681,55,0.033,0.327,"GO:0050670","BP",3,"regulation of lymphocyte proliferation",4,"CD38,CD4,BTK,CD74,PTPRC,FLT3LG,CD40,NFATC2,PYCARD,RASAL3,EBI3,TGFB1,JAK3,CD81,PTPN6,BCL6,HES1,SASH3,NCKAP1L,SDC4,BTN2A2,CDKN1A,IRF1,IL1B,RAC2,TWSG1,RIPK3,LILRB2,LGALS3,PTPN22,IL6ST,HAVCR2,IL10,LRRC32,ERBB2,IL18,CD1D,TGFBR2,MNDA,SYK,CD300A,INPP5D,LGALS9,CEBPB,MYD88,HLA-DRB1,ADA,SPN,PNP,AIF1,LST1,HLA-DPB1,HLA-DPA1,HLA-DMB,LYN"
"911","C4A-positive",1,TRUE,4e-06,102,1681,31,0.018,0.304,"GO:0050864","BP",3,"regulation of B cell activation",4,"CD38,BTK,CD74,UNG,PTPRC,CD40,NFATC2,ATP11C,TGFB1,CD81,PTPN6,BCL6,TNFAIP3,SASH3,NCKAP1L,CDKN1A,IL10,ZFP36L2,SAMSN1,MMP14,TNFSF13,MNDA,SYK,NOD2,CD300A,TNIP2,INPP5D,ZFP36L1,ADA,NFAM1,LYN"
"912","C4A-positive",1,TRUE,0.000527,52,1681,17,0.01,0.327,"GO:0030888","BP",3,"regulation of B cell proliferation",5,"CD38,BTK,CD74,PTPRC,CD40,NFATC2,CD81,BCL6,SASH3,NCKAP1L,CDKN1A,IL10,MNDA,CD300A,INPP5D,ADA,LYN"
"913","C4A-positive",1,TRUE,2.15e-11,247,1681,69,0.041,0.279,"GO:0050863","BP",3,"regulation of T cell activation",4,"CD4,HFE,FYN,CD74,CBFB,GLI2,PAG1,IL4R,PTPRC,NFATC2,PYCARD,RASAL3,EBI3,TGFB1,JAK3,DOCK8,MAP3K8,CCL2,PTPN6,BCL6,CD86,HES1,LOXL3,SASH3,NCKAP1L,SDC4,BTN2A2,IRF1,IL1B,RAC2,TWSG1,RIPK3,LILRB2,LGALS3,PTPN22,IL6ST,HAVCR2,IL10,LRRC32,ERBB2,VAV1,ITPKB,GSN,IL18,CD1D,RUNX1,TNFAIP8L2,TGFBR2,ZC3H12A,SYK,NOD2,CD300A,LGALS9,CEBPB,PTPN2,YES1,PAK2,LILRB4,HLA-DRB1,ADA,SPN,PNP,CR1,HLA-DOA,AIF1,HLA-DPB1,HLA-DPA1,HLA-DMB,LYN"
"914","C4A-positive",1,TRUE,2.14e-06,70,1681,25,0.015,0.357,"GO:0046634","BP",3,"regulation of alpha-beta T cell activation",5,"HFE,CBFB,IL4R,PTPRC,RASAL3,EBI3,JAK3,BCL6,CD86,LOXL3,SASH3,NCKAP1L,IRF1,TWSG1,PTPN22,ITPKB,IL18,RUNX1,TGFBR2,ZC3H12A,SYK,CD300A,LGALS9,ADA,PNP"
"915","C4A-positive",1,TRUE,0.0103,12,1681,6,0.004,0.5,"GO:2001185","BP",3,"regulation of CD8-positive, alpha-beta T cell activation",6,"HFE,CBFB,NCKAP1L,IRF1,PTPN22,RUNX1"
"916","C4A-positive",1,TRUE,0.00226,43,1681,14,0.008,0.326,"GO:2000514","BP",3,"regulation of CD4-positive, alpha-beta T cell activation",6,"CBFB,IL4R,JAK3,BCL6,CD86,LOXL3,SASH3,NCKAP1L,TWSG1,IL18,RUNX1,TGFBR2,ZC3H12A,LGALS9"
"917","C4A-positive",1,TRUE,0.0328,7,1681,4,0.002,0.571,"GO:0046643","BP",3,"regulation of gamma-delta T cell activation",5,"PTPRC,NCKAP1L,SYK,NOD2"
"918","C4A-positive",1,TRUE,1.76e-08,120,1681,39,0.023,0.325,"GO:0042129","BP",3,"regulation of T cell proliferation",5,"CD4,PTPRC,PYCARD,RASAL3,EBI3,TGFB1,JAK3,PTPN6,HES1,SASH3,NCKAP1L,SDC4,BTN2A2,IRF1,IL1B,RAC2,TWSG1,RIPK3,LILRB2,LGALS3,PTPN22,IL6ST,HAVCR2,IL10,LRRC32,ERBB2,IL18,CD1D,TGFBR2,SYK,LGALS9,CEBPB,HLA-DRB1,SPN,PNP,AIF1,HLA-DPB1,HLA-DPA1,HLA-DMB"
"919","C4A-positive",1,TRUE,0.000581,21,1681,10,0.006,0.476,"GO:0046640","BP",3,"regulation of alpha-beta T cell proliferation",6,"PTPRC,RASAL3,EBI3,IRF1,TWSG1,PTPN22,IL18,TGFBR2,SYK,LGALS9"
"920","C4A-positive",1,TRUE,0.0138,36,1681,11,0.007,0.306,"GO:0043030","BP",3,"regulation of macrophage activation",3,"SLC7A2,CD74,IL4R,IL1RL1,HAVCR2,IL10,IL33,ITGB2,ZC3H12A,TNIP2,ITGAM"
"921","C4A-positive",1,TRUE,8.82e-06,35,1681,16,0.01,0.457,"GO:0033003","BP",3,"regulation of mast cell activation",3,"FGR,CD84,STXBP2,IL4R,UNC13D,HMOX1,VAMP8,RAC2,FCER1G,SYK,CD300A,LGALS9,ADORA2B,PLSCR1,LYN,MILR1"
"922","C4A-positive",1,TRUE,0.0376,4,1681,3,0.002,0.75,"GO:0030885","BP",3,"regulation of myeloid dendritic cell activation",3,"FLT3LG,HAVCR2,IL10"
"923","C4A-positive",1,TRUE,0.00125,27,1681,11,0.007,0.407,"GO:0010543","BP",3,"regulation of platelet activation",2,"CD9,PLEK,APOE,SERPINE2,FCER1G,PDPN,NOS3,SYK,C1QTNF1,PRKG1,LYN"
"924","C4A-positive",1,TRUE,0.00292,112,1681,26,0.015,0.232,"GO:0055123","BP",3,"digestive system development",1,"FGFR2,GLI2,ITGA6,TGFB2,PCSK5,HIF1A,SALL1,TGFB1,NPHP3,HES1,WLS,TGFB3,CDKN1A,SMO,ITGB4,EDNRB,SFRP2,NOTCH1,VANGL2,TGFBR2,SOX17,DCHS1,OXTR,FAT4,ADA,LGR4"
"925","C4A-positive",1,TRUE,0.00228,104,1681,25,0.015,0.24,"GO:0048565","BP",3,"digestive tract development",2,"FGFR2,GLI2,ITGA6,TGFB2,PCSK5,HIF1A,SALL1,TGFB1,NPHP3,HES1,TGFB3,CDKN1A,SMO,ITGB4,EDNRB,SFRP2,NOTCH1,VANGL2,TGFBR2,SOX17,DCHS1,OXTR,FAT4,ADA,LGR4"
"926","C4A-positive",1,TRUE,1.86e-06,270,1681,61,0.036,0.226,"GO:0001655","BP",3,"urogenital system development",1,"CFLAR,WWTR1,TNC,SEC61A1,FGFR2,GLI2,ITGA6,ANGPT2,TGFB2,PCSK5,BMP7,JAG1,SALL1,CTSH,TGFB1,TGFBR1,WFS1,TENC1,NPHP3,HES1,NID1,ID3,APH1A,SMAD9,RDH10,CAT,SDC4,SOX9,MPST,SMO,PRKCSH,ITGB4,LRP4,AGT,MYC,YAP1,SMAD6,PLCE1,FGF2,IQGAP1,NOTCH1,ANGPT1,NFIA,VANGL2,TIPARP,KLF15,HEYL,SOX17,SGPL1,DCHS1,TMED10,EMX2,HAS2,LAMB2,ID4,RARG,GPR4,PRKX,COL4A1,FAT4,LGR4"
"927","C4A-positive",1,TRUE,1.29e-15,586,1681,137,0.081,0.234,"GO:0006897","BP",3,"endocytosis",1,"FGR,ITGAL,CD9,STAB1,HFE,FYN,WAS,SLC11A1,MSR1,CYBA,LY75,CNN2,ROCK1,NEDD4,SCARB1,DNM2,FCN1,SIGLEC1,EZR,UNC13D,TREM2,APOL1,MYH9,NCF4,MLC1,RIN3,HCK,SRPX,PYCARD,EHD4,TGFB1,CAV2,LGALS3BP,CCL2,RAB34,CD81,SPARC,MAPKAPK3,LOXL3,NCF2,FKBP15,CLU,NCKAP1L,IL1B,C3,TRIP10,CD93,MASP1,HIP1,PLD2,APOE,ARPC1B,LGALS3,RIN2,LOXL2,DOCK2,LRP4,MYO1G,TLR2,LOXL4,ITGAV,BMP2K,RAB20,STON2,IRF8,NPC1,VAV1,HSPG2,FCGR2A,ACKR3,MYO10,MEGF10,GSN,ADM,ITGB1,FCGR1A,DAB2,MERTK,ANGPT1,NECAP2,XKR8,WASF2,COLEC12,FCER1G,TMPRSS3,ITGB2,CXCL16,MAPKAPK2,TGFBR2,SBSPON,SYK,ABCA1,FOLR2,INPPL1,C2,TMPRSS5,B2M,AXL,CD300A,SCARA3,RAB31,ADRB2,ITGAM,CD14,FPR2,APLN,P2RY6,CLEC7A,SNX33,MARCH3,YES1,ANO6,CD163,CD151,CALR,LDLRAD3,ANXA2,FNBP1,CLN3,PTPN1,MYO6,LRP10,PLCG2,FCGR1B,CD2AP,TGM2,FCGR3A,AIF1,CD177,CFI,C4B,APOC2,CD302,C4A,LYN,ITGB3,CYFIP1"
"928","C4A-positive",1,TRUE,0.00467,18,1681,8,0.005,0.444,"GO:0006907","BP",3,"pinocytosis",2,"DNM2,PYCARD,EHD4,MAPKAPK3,DOCK2,MAPKAPK2,AXL,SNX33"
"929","C4A-positive",1,TRUE,0.000247,7,1681,6,0.004,0.857,"GO:0044351","BP",3,"macropinocytosis",3,"DNM2,PYCARD,MAPKAPK3,DOCK2,MAPKAPK2,SNX33"
"930","C4A-positive",1,TRUE,3.01e-16,201,1681,69,0.041,0.343,"GO:0006909","BP",3,"phagocytosis",2,"FGR,ITGAL,FYN,WAS,SLC11A1,MSR1,CYBA,CNN2,SCARB1,DNM2,FCN1,UNC13D,TREM2,MYH9,NCF4,HCK,SRPX,PYCARD,TGFB1,CCL2,RAB34,NCF2,NCKAP1L,IL1B,C3,CD93,PLD2,ARPC1B,DOCK2,MYO1G,TLR2,ITGAV,RAB20,IRF8,VAV1,FCGR2A,MYO10,MEGF10,GSN,ITGB1,FCGR1A,MERTK,XKR8,WASF2,COLEC12,FCER1G,ITGB2,SYK,ABCA1,C2,AXL,CD300A,ITGAM,CD14,P2RY6,CLEC7A,YES1,ANO6,CALR,PLCG2,TGM2,FCGR3A,AIF1,C4B,CD302,C4A,LYN,ITGB3,CYFIP1"
"931","C4A-positive",1,TRUE,0.000152,34,1681,14,0.008,0.412,"GO:0043277","BP",3,"apoptotic cell clearance",3,"SCARB1,FCN1,CCL2,C3,ITGAV,MEGF10,MERTK,XKR8,C2,AXL,TGM2,C4B,C4A,ITGB3"
"932","C4A-positive",1,TRUE,0.0344,11,1681,5,0.003,0.455,"GO:0006910","BP",3,"phagocytosis, recognition",3,"SCARB1,FCN1,MEGF10,COLEC12,CLEC7A"
"933","C4A-positive",1,TRUE,1.3e-05,36,1681,16,0.01,0.444,"GO:0006911","BP",3,"phagocytosis, engulfment",3,"MSR1,TREM2,MYH9,NCKAP1L,C3,MEGF10,GSN,FCGR1A,XKR8,FCER1G,ITGB2,ABCA1,CD300A,ITGAM,ANO6,AIF1"
"934","C4A-positive",1,TRUE,1.53e-06,244,1681,57,0.034,0.234,"GO:0006898","BP",3,"receptor-mediated endocytosis",2,"CD9,STAB1,HFE,MSR1,NEDD4,SCARB1,DNM2,EZR,APOL1,CAV2,LGALS3BP,CD81,SPARC,LOXL3,CLU,MASP1,HIP1,APOE,LOXL2,LOXL4,BMP2K,HSPG2,ACKR3,MEGF10,ADM,ITGB1,FCGR1A,DAB2,ANGPT1,COLEC12,FCER1G,TMPRSS3,ITGB2,CXCL16,TGFBR2,SBSPON,SYK,FOLR2,TMPRSS5,B2M,SCARA3,RAB31,ADRB2,CD14,FPR2,APLN,CD163,CALR,LDLRAD3,ANXA2,CLN3,LRP10,PLCG2,FCGR1B,CD2AP,CFI,APOC2"
